,date,region,sales
11566,2019-03-26,east,1797.0
11567,2019-03-26,west,1557.0
11592,2019-03-27,north,1668.0
11593,2019-03-27,south,1575.0
11594,2019-03-27,east,1608.0
11595,2019-03-27,west,1527.0
11620,2019-03-28,north,1518.0
11621,2019-03-28,south,1509.0
11622,2019-03-28,east,1767.0
11623,2019-03-28,west,1557.0
11648,2019-03-29,north,1605.0
11649,2019-03-29,south,1686.0
11650,2019-03-29,east,1656.0
11651,2019-03-29,west,1653.0
11676,2019-03-30,north,1722.0
11677,2019-03-30,south,1593.0
11678,2019-03-30,east,1557.0
11679,2019-03-30,west,1710.0
11704,2019-03-31,north,1785.0
11705,2019-03-31,south,1710.0
11706,2019-03-31,east,1653.0
11707,2019-03-31,west,1572.0
11732,2019-04-01,north,1512.0
11733,2019-04-01,south,1794.0
11734,2019-04-01,east,1569.0
11735,2019-04-01,west,1608.0
11760,2019-04-02,north,1623.0
11761,2019-04-02,south,1791.0
11762,2019-04-02,east,1785.0
11763,2019-04-02,west,1629.0
11788,2019-04-03,north,1539.0
11789,2019-04-03,south,1626.0
11790,2019-04-03,east,1695.0
11791,2019-04-03,west,1518.0
11816,2019-04-04,north,1530.0
11817,2019-04-04,south,1683.0
11818,2019-04-04,east,1662.0
11819,2019-04-04,west,1632.0
11844,2019-04-05,north,1614.0
11845,2019-04-05,south,1605.0
11846,2019-04-05,east,1662.0
11847,2019-04-05,west,1713.0
11872,2019-04-06,north,1749.0
11873,2019-04-06,south,1713.0
11874,2019-04-06,east,1716.0
11875,2019-04-06,west,1557.0
11900,2019-04-07,north,1605.0
11901,2019-04-07,south,1635.0
11902,2019-04-07,east,1518.0
11903,2019-04-07,west,1632.0
11928,2019-04-08,north,1713.0
11929,2019-04-08,south,1779.0
11930,2019-04-08,east,1743.0
11931,2019-04-08,west,1575.0
11956,2019-04-09,north,1728.0
11957,2019-04-09,south,1719.0
11958,2019-04-09,east,1755.0
11959,2019-04-09,west,1617.0
11984,2019-04-10,north,1542.0
11985,2019-04-10,south,1626.0
11986,2019-04-10,east,1509.0
11987,2019-04-10,west,1638.0
12012,2019-04-11,north,1581.0
12013,2019-04-11,south,1680.0
12014,2019-04-11,east,1569.0
12015,2019-04-11,west,1635.0
12040,2019-04-12,north,1539.0
12041,2019-04-12,south,1587.0
12042,2019-04-12,east,1593.0
12043,2019-04-12,west,1581.0
12068,2019-04-13,north,1515.0
12069,2019-04-13,south,1611.0
12070,2019-04-13,east,1644.0
12071,2019-04-13,west,1794.0
12096,2019-04-14,north,1500.0
12097,2019-04-14,south,1737.0
12098,2019-04-14,east,1722.0
12099,2019-04-14,west,1764.0
12124,2019-04-15,north,1530.0
12125,2019-04-15,south,1602.0
12126,2019-04-15,east,1524.0
12127,2019-04-15,west,1770.0
12152,2019-04-16,north,1596.0
12153,2019-04-16,south,1668.0
12154,2019-04-16,east,1584.0
12155,2019-04-16,west,1713.0
12180,2019-04-17,north,1569.0
12181,2019-04-17,south,1686.0
12182,2019-04-17,east,1647.0
12183,2019-04-17,west,1509.0
12208,2019-04-18,north,1590.0
12209,2019-04-18,south,1650.0
12210,2019-04-18,east,1557.0
12211,2019-04-18,west,1575.0
12236,2019-04-19,north,1773.0
12237,2019-04-19,south,1629.0
12238,2019-04-19,east,1524.0
12239,2019-04-19,west,1512.0
12264,2019-04-20,north,1521.0
12265,2019-04-20,south,1653.0
12266,2019-04-20,east,1584.0
12267,2019-04-20,west,1713.0
12292,2019-04-21,north,1683.0
12293,2019-04-21,south,1749.0
12294,2019-04-21,east,1545.0
12295,2019-04-21,west,1629.0
12320,2019-04-22,north,1533.0
12321,2019-04-22,south,1587.0
12322,2019-04-22,east,1671.0
12323,2019-04-22,west,1650.0
12348,2019-04-23,north,1668.0
12349,2019-04-23,south,1674.0
12350,2019-04-23,east,1728.0
12351,2019-04-23,west,1518.0
12376,2019-04-24,north,1554.0
12377,2019-04-24,south,1719.0
12378,2019-04-24,east,1746.0
12379,2019-04-24,west,1665.0
12404,2019-04-25,north,1503.0
12405,2019-04-25,south,1692.0
12406,2019-04-25,east,1725.0
12407,2019-04-25,west,1764.0
12432,2019-04-26,north,1710.0
12433,2019-04-26,south,1635.0
12434,2019-04-26,east,1764.0
12435,2019-04-26,west,1758.0
12460,2019-04-27,north,1740.0
12461,2019-04-27,south,1776.0
12462,2019-04-27,east,1740.0
12463,2019-04-27,west,1620.0
12488,2019-04-28,north,1566.0
12489,2019-04-28,south,1704.0
12490,2019-04-28,east,1578.0
12491,2019-04-28,west,1503.0
12516,2019-04-29,north,1602.0
12517,2019-04-29,south,1791.0
12518,2019-04-29,east,1752.0
12519,2019-04-29,west,1800.0
12544,2019-04-30,north,1719.0
12545,2019-04-30,south,1767.0
12546,2019-04-30,east,1500.0
12547,2019-04-30,west,1623.0
12572,2019-05-01,north,1665.0
12573,2019-05-01,south,1800.0
12574,2019-05-01,east,1731.0
12575,2019-05-01,west,1542.0
12600,2019-05-02,north,1575.0
12601,2019-05-02,south,1548.0
12602,2019-05-02,east,1797.0
12603,2019-05-02,west,1521.0
12628,2019-05-03,north,1560.0
12629,2019-05-03,south,1521.0
12630,2019-05-03,east,1605.0
12631,2019-05-03,west,1740.0
12656,2019-05-04,north,1617.0
12657,2019-05-04,south,1743.0
12658,2019-05-04,east,1629.0
12659,2019-05-04,west,1749.0
12684,2019-05-05,north,1512.0
12685,2019-05-05,south,1746.0
12686,2019-05-05,east,1530.0
12687,2019-05-05,west,1611.0
12712,2019-05-06,north,1569.0
12713,2019-05-06,south,1689.0
12714,2019-05-06,east,1557.0
12715,2019-05-06,west,1560.0
12740,2019-05-07,north,1650.0
12741,2019-05-07,south,1695.0
12742,2019-05-07,east,1620.0
12743,2019-05-07,west,1644.0
12768,2019-05-08,north,1800.0
12769,2019-05-08,south,1515.0
12770,2019-05-08,east,1785.0
12771,2019-05-08,west,1650.0
12796,2019-05-09,north,1797.0
12797,2019-05-09,south,1641.0
12798,2019-05-09,east,1665.0
12799,2019-05-09,west,1767.0
12824,2019-05-10,north,1500.0
12825,2019-05-10,south,1788.0
12826,2019-05-10,east,1725.0
12827,2019-05-10,west,1557.0
12852,2019-05-11,north,1503.0
12853,2019-05-11,south,1518.0
12854,2019-05-11,east,1650.0
12855,2019-05-11,west,1614.0
12880,2019-05-12,north,1743.0
12881,2019-05-12,south,1524.0
12882,2019-05-12,east,1761.0
12883,2019-05-12,west,1743.0
12908,2019-05-13,north,1563.0
12909,2019-05-13,south,1716.0
12910,2019-05-13,east,1560.0
12911,2019-05-13,west,1614.0
12936,2019-05-14,north,1617.0
12937,2019-05-14,south,1761.0
12938,2019-05-14,east,1635.0
12939,2019-05-14,west,1614.0
12964,2019-05-15,north,1509.0
12965,2019-05-15,south,1650.0
12966,2019-05-15,east,1755.0
12967,2019-05-15,west,1569.0
12992,2019-05-16,north,1605.0
12993,2019-05-16,south,1695.0
12994,2019-05-16,east,1662.0
12995,2019-05-16,west,1605.0
13020,2019-05-17,north,1731.0
13021,2019-05-17,south,1590.0
13022,2019-05-17,east,1620.0
13023,2019-05-17,west,1752.0
13048,2019-05-18,north,1533.0
13049,2019-05-18,south,1737.0
13050,2019-05-18,east,1608.0
13051,2019-05-18,west,1662.0
13076,2019-05-19,north,1797.0
13077,2019-05-19,south,1728.0
13078,2019-05-19,east,1686.0
13079,2019-05-19,west,1650.0
13104,2019-05-20,north,1695.0
13105,2019-05-20,south,1752.0
13106,2019-05-20,east,1785.0
13107,2019-05-20,west,1668.0
13132,2019-05-21,north,1515.0
13133,2019-05-21,south,1683.0
13134,2019-05-21,east,1794.0
13135,2019-05-21,west,1533.0
13160,2019-05-22,north,1599.0
13161,2019-05-22,south,1761.0
13162,2019-05-22,east,1761.0
13163,2019-05-22,west,1722.0
13188,2019-05-23,north,1626.0
13189,2019-05-23,south,1668.0
13190,2019-05-23,east,1641.0
13191,2019-05-23,west,1740.0
13216,2019-05-24,north,1650.0
13217,2019-05-24,south,1623.0
13218,2019-05-24,east,1653.0
13219,2019-05-24,west,1773.0
13244,2019-05-25,north,1788.0
13245,2019-05-25,south,1581.0
13246,2019-05-25,east,1677.0
13247,2019-05-25,west,1569.0
13272,2019-05-26,north,1791.0
13273,2019-05-26,south,1617.0
13274,2019-05-26,east,1638.0
13275,2019-05-26,west,1542.0
13300,2019-05-27,north,1590.0
13301,2019-05-27,south,1704.0
13302,2019-05-27,east,1680.0
13303,2019-05-27,west,1527.0
13328,2019-05-28,north,1635.0
13329,2019-05-28,south,1755.0
13330,2019-05-28,east,1560.0
13331,2019-05-28,west,1533.0
13356,2019-05-29,north,1599.0
13357,2019-05-29,south,1677.0
13358,2019-05-29,east,1581.0
13359,2019-05-29,west,1680.0
13384,2019-05-30,north,1692.0
13385,2019-05-30,south,1644.0
13386,2019-05-30,east,1716.0
13387,2019-05-30,west,1761.0
13412,2019-05-31,north,1716.0
13413,2019-05-31,south,1764.0
13414,2019-05-31,east,1677.0
13415,2019-05-31,west,1605.0
13440,2019-06-01,north,1680.0
13441,2019-06-01,south,1695.0
13442,2019-06-01,east,1548.0
13443,2019-06-01,west,1689.0
13468,2019-06-02,north,1755.0
13469,2019-06-02,south,1707.0
13470,2019-06-02,east,1557.0
13471,2019-06-02,west,1644.0
13496,2019-06-03,north,1719.0
13497,2019-06-03,south,1680.0
13498,2019-06-03,east,1581.0
13499,2019-06-03,west,1749.0
13524,2019-06-04,north,1602.0
13525,2019-06-04,south,1704.0
13526,2019-06-04,east,1602.0
13527,2019-06-04,west,1554.0
13552,2019-06-05,north,1632.0
13553,2019-06-05,south,1560.0
13554,2019-06-05,east,1647.0
13555,2019-06-05,west,1560.0
13580,2019-06-06,north,1662.0
13581,2019-06-06,south,1545.0
13582,2019-06-06,east,1614.0
13583,2019-06-06,west,1746.0
13608,2019-06-07,north,1713.0
13609,2019-06-07,south,1668.0
13610,2019-06-07,east,1503.0
13611,2019-06-07,west,1758.0
13636,2019-06-08,north,1656.0
13637,2019-06-08,south,1560.0
13638,2019-06-08,east,1710.0
13639,2019-06-08,west,1677.0
13664,2019-06-09,north,1782.0
13665,2019-06-09,south,1665.0
13666,2019-06-09,east,1782.0
13667,2019-06-09,west,1797.0
13692,2019-06-10,north,1698.0
13693,2019-06-10,south,1689.0
13694,2019-06-10,east,1623.0
13695,2019-06-10,west,1767.0
13720,2019-06-11,north,1635.0
13721,2019-06-11,south,1563.0
13722,2019-06-11,east,1785.0
13723,2019-06-11,west,1521.0
13748,2019-06-12,north,1728.0
13749,2019-06-12,south,1515.0
13750,2019-06-12,east,1548.0
13751,2019-06-12,west,1677.0
13776,2019-06-13,north,1587.0
13777,2019-06-13,south,1719.0
13778,2019-06-13,east,1587.0
13779,2019-06-13,west,1773.0
13804,2019-06-14,north,1557.0
13805,2019-06-14,south,1680.0
13806,2019-06-14,east,1773.0
13807,2019-06-14,west,1509.0
13832,2019-06-15,north,1602.0
13833,2019-06-15,south,1794.0
13834,2019-06-15,east,1764.0
13835,2019-06-15,west,1785.0
13860,2019-06-16,north,1662.0
13861,2019-06-16,south,1563.0
13862,2019-06-16,east,1671.0
13863,2019-06-16,west,1533.0
13888,2019-06-17,north,1587.0
13889,2019-06-17,south,1512.0
13890,2019-06-17,east,1536.0
13891,2019-06-17,west,1566.0
13916,2019-06-18,north,1767.0
13917,2019-06-18,south,1614.0
13918,2019-06-18,east,1776.0
13919,2019-06-18,west,1728.0
13944,2019-06-19,north,1614.0
13945,2019-06-19,south,1572.0
13946,2019-06-19,east,1614.0
13947,2019-06-19,west,1734.0
13972,2019-06-20,north,1566.0
13973,2019-06-20,south,1632.0
13974,2019-06-20,east,1785.0
13975,2019-06-20,west,1770.0
14000,2019-06-21,north,1725.0
14001,2019-06-21,south,1542.0
14002,2019-06-21,east,1677.0
14003,2019-06-21,west,1533.0
14028,2019-06-22,north,1578.0
14029,2019-06-22,south,1713.0
14030,2019-06-22,east,1776.0
14031,2019-06-22,west,1515.0
14056,2019-06-23,north,1587.0
14057,2019-06-23,south,1770.0
14058,2019-06-23,east,1773.0
14059,2019-06-23,west,1671.0
14084,2019-06-24,north,1704.0
14085,2019-06-24,south,1545.0
14086,2019-06-24,east,1671.0
14087,2019-06-24,west,1800.0
14112,2019-06-25,north,1611.0
14113,2019-06-25,south,1797.0
14114,2019-06-25,east,1623.0
14115,2019-06-25,west,1776.0
14140,2019-06-26,north,1677.0
14141,2019-06-26,south,1800.0
14142,2019-06-26,east,1794.0
14143,2019-06-26,west,1686.0
14168,2019-06-27,north,1671.0
14169,2019-06-27,south,1635.0
14170,2019-06-27,east,1740.0
14171,2019-06-27,west,1671.0
14196,2019-06-28,north,1671.0
14197,2019-06-28,south,1770.0
14198,2019-06-28,east,1773.0
14199,2019-06-28,west,1581.0
14224,2019-06-29,north,1533.0
14225,2019-06-29,south,1650.0
14226,2019-06-29,east,1536.0
14227,2019-06-29,west,1548.0
14252,2019-06-30,north,1785.0
14253,2019-06-30,south,1614.0
14254,2019-06-30,east,1569.0
14255,2019-06-30,west,1800.0
14280,2019-07-01,north,1644.0
14281,2019-07-01,south,1659.0
14282,2019-07-01,east,1659.0
14283,2019-07-01,west,1644.0
14308,2019-07-02,north,1656.0
14309,2019-07-02,south,1566.0
14310,2019-07-02,east,1686.0
14311,2019-07-02,west,1677.0
14336,2019-07-03,north,1770.0
14337,2019-07-03,south,1689.0
14338,2019-07-03,east,1704.0
14339,2019-07-03,west,1800.0
14364,2019-07-04,north,1782.0
14365,2019-07-04,south,1746.0
14366,2019-07-04,east,1527.0
14367,2019-07-04,west,1581.0
14392,2019-07-05,north,1518.0
14393,2019-07-05,south,1554.0
14394,2019-07-05,east,1548.0
14395,2019-07-05,west,1533.0
14420,2019-07-06,north,1791.0
14421,2019-07-06,south,1578.0
14422,2019-07-06,east,1779.0
14423,2019-07-06,west,1704.0
14448,2019-07-07,north,1587.0
14449,2019-07-07,south,1593.0
14450,2019-07-07,east,1644.0
14451,2019-07-07,west,1680.0
14476,2019-07-08,north,1614.0
14477,2019-07-08,south,1704.0
14478,2019-07-08,east,1797.0
14479,2019-07-08,west,1770.0
14504,2019-07-09,north,1605.0
14505,2019-07-09,south,1686.0
14506,2019-07-09,east,1794.0
14507,2019-07-09,west,1713.0
14532,2019-07-10,north,1755.0
14533,2019-07-10,south,1500.0
14534,2019-07-10,east,1632.0
14535,2019-07-10,west,1800.0
14560,2019-07-11,north,1800.0
14561,2019-07-11,south,1650.0
14562,2019-07-11,east,1704.0
14563,2019-07-11,west,1590.0
14588,2019-07-12,north,1779.0
14589,2019-07-12,south,1554.0
14590,2019-07-12,east,1635.0
14591,2019-07-12,west,1608.0
14616,2019-07-13,north,1791.0
14617,2019-07-13,south,1779.0
14618,2019-07-13,east,1527.0
14619,2019-07-13,west,1689.0
14644,2019-07-14,north,1782.0
14645,2019-07-14,south,1662.0
14646,2019-07-14,east,1620.0
14647,2019-07-14,west,1692.0
14672,2019-07-15,north,1551.0
14673,2019-07-15,south,1620.0
14674,2019-07-15,east,1725.0
14675,2019-07-15,west,1602.0
14700,2019-07-16,north,1518.0
14701,2019-07-16,south,1761.0
14702,2019-07-16,east,1539.0
14703,2019-07-16,west,1614.0
14728,2019-07-17,north,1548.0
14729,2019-07-17,south,1551.0
14730,2019-07-17,east,1722.0
14731,2019-07-17,west,1662.0
14756,2019-07-18,north,1509.0
14757,2019-07-18,south,1773.0
14758,2019-07-18,east,1767.0
14759,2019-07-18,west,1581.0
14784,2019-07-19,north,1626.0
14785,2019-07-19,south,1734.0
14786,2019-07-19,east,1761.0
14787,2019-07-19,west,1659.0
14812,2019-07-20,north,1638.0
14813,2019-07-20,south,1539.0
14814,2019-07-20,east,1782.0
14815,2019-07-20,west,1728.0
14840,2019-07-21,north,1746.0
14841,2019-07-21,south,1536.0
14842,2019-07-21,east,1719.0
14843,2019-07-21,west,1773.0
14868,2019-07-22,north,1611.0
14869,2019-07-22,south,1665.0
14870,2019-07-22,east,1506.0
14871,2019-07-22,west,1746.0
14896,2019-07-23,north,1770.0
14897,2019-07-23,south,1734.0
14898,2019-07-23,east,1707.0
14899,2019-07-23,west,1620.0
14924,2019-07-24,north,1569.0
14925,2019-07-24,south,1656.0
14926,2019-07-24,east,1617.0
14927,2019-07-24,west,1638.0
14952,2019-07-25,north,1701.0
14953,2019-07-25,south,1713.0
14954,2019-07-25,east,1557.0
14955,2019-07-25,west,1725.0
14980,2019-07-26,north,1605.0
14981,2019-07-26,south,1770.0
14982,2019-07-26,east,1557.0
14983,2019-07-26,west,1755.0
15008,2019-07-27,north,1737.0
15009,2019-07-27,south,1785.0
15010,2019-07-27,east,1545.0
15011,2019-07-27,west,1560.0
15036,2019-07-28,north,1509.0
15037,2019-07-28,south,1761.0
15038,2019-07-28,east,1551.0
15039,2019-07-28,west,1683.0
15064,2019-07-29,north,1644.0
15065,2019-07-29,south,1608.0
15066,2019-07-29,east,1719.0
15067,2019-07-29,west,1794.0
15092,2019-07-30,north,1764.0
15093,2019-07-30,south,1512.0
15094,2019-07-30,east,1701.0
15095,2019-07-30,west,1797.0
15120,2019-07-31,north,1734.0
15121,2019-07-31,south,1791.0
15122,2019-07-31,east,1761.0
15123,2019-07-31,west,1587.0
15148,2019-08-01,north,1596.0
15149,2019-08-01,south,1542.0
15150,2019-08-01,east,1710.0
15151,2019-08-01,west,1701.0
15176,2019-08-02,north,1647.0
15177,2019-08-02,south,1524.0
15178,2019-08-02,east,1782.0
15179,2019-08-02,west,1716.0
15204,2019-08-03,north,1752.0
15205,2019-08-03,south,1686.0
15206,2019-08-03,east,1764.0
15207,2019-08-03,west,1755.0
15232,2019-08-04,north,1578.0
15233,2019-08-04,south,1539.0
15234,2019-08-04,east,1743.0
15235,2019-08-04,west,1596.0
15260,2019-08-05,north,1506.0
15261,2019-08-05,south,1527.0
15262,2019-08-05,east,1626.0
15263,2019-08-05,west,1530.0
15288,2019-08-06,north,1521.0
15289,2019-08-06,south,1713.0
15290,2019-08-06,east,1761.0
15291,2019-08-06,west,1557.0
15316,2019-08-07,north,1584.0
15317,2019-08-07,south,1764.0
15318,2019-08-07,east,1623.0
15319,2019-08-07,west,1776.0
15344,2019-08-08,north,1749.0
15345,2019-08-08,south,1707.0
15346,2019-08-08,east,1629.0
15347,2019-08-08,west,1773.0
15372,2019-08-09,north,1758.0
15373,2019-08-09,south,1671.0
15374,2019-08-09,east,1659.0
15375,2019-08-09,west,1641.0
15400,2019-08-10,north,1596.0
15401,2019-08-10,south,1626.0
15402,2019-08-10,east,1557.0
15403,2019-08-10,west,1695.0
15428,2019-08-11,north,1659.0
15429,2019-08-11,south,1680.0
15430,2019-08-11,east,1683.0
15431,2019-08-11,west,1692.0
15456,2019-08-12,north,1569.0
15457,2019-08-12,south,1740.0
15458,2019-08-12,east,1650.0
15459,2019-08-12,west,1569.0
15484,2019-08-13,north,1701.0
15485,2019-08-13,south,1677.0
15486,2019-08-13,east,1533.0
15487,2019-08-13,west,1587.0
15512,2019-08-14,north,1713.0
15513,2019-08-14,south,1611.0
15514,2019-08-14,east,1524.0
15515,2019-08-14,west,1725.0
15540,2019-08-15,north,1761.0
15541,2019-08-15,south,1569.0
15542,2019-08-15,east,1668.0
15543,2019-08-15,west,1563.0
15568,2019-08-16,north,1734.0
15569,2019-08-16,south,1524.0
15570,2019-08-16,east,1731.0
15571,2019-08-16,west,1665.0
15596,2019-08-17,north,1710.0
15597,2019-08-17,south,1509.0
15598,2019-08-17,east,1539.0
15599,2019-08-17,west,1533.0
15624,2019-08-18,north,1785.0
15625,2019-08-18,south,1665.0
15626,2019-08-18,east,1722.0
15627,2019-08-18,west,1659.0
15652,2019-08-19,north,1791.0
15653,2019-08-19,south,1680.0
15654,2019-08-19,east,1542.0
15655,2019-08-19,west,1701.0
15680,2019-08-20,north,1671.0
15681,2019-08-20,south,1656.0
15682,2019-08-20,east,1536.0
15683,2019-08-20,west,1800.0
15708,2019-08-21,north,1605.0
15709,2019-08-21,south,1671.0
15710,2019-08-21,east,1590.0
15711,2019-08-21,west,1545.0
15736,2019-08-22,north,1500.0
15737,2019-08-22,south,1779.0
15738,2019-08-22,east,1656.0
15739,2019-08-22,west,1731.0
15764,2019-08-23,north,1614.0
15765,2019-08-23,south,1782.0
15766,2019-08-23,east,1629.0
15767,2019-08-23,west,1635.0
15792,2019-08-24,north,1548.0
15793,2019-08-24,south,1776.0
15794,2019-08-24,east,1743.0
15795,2019-08-24,west,1737.0
15820,2019-08-25,north,1644.0
15821,2019-08-25,south,1626.0
15822,2019-08-25,east,1680.0
15823,2019-08-25,west,1524.0
15848,2019-08-26,north,1515.0
15849,2019-08-26,south,1704.0
15850,2019-08-26,east,1653.0
15851,2019-08-26,west,1554.0
15876,2019-08-27,north,1644.0
15877,2019-08-27,south,1674.0
15878,2019-08-27,east,1665.0
15879,2019-08-27,west,1755.0
15904,2019-08-28,north,1566.0
15905,2019-08-28,south,1659.0
15906,2019-08-28,east,1515.0
15907,2019-08-28,west,1779.0
15932,2019-08-29,north,1572.0
15933,2019-08-29,south,1770.0
15934,2019-08-29,east,1632.0
15935,2019-08-29,west,1677.0
15960,2019-08-30,north,1755.0
15961,2019-08-30,south,1527.0
15962,2019-08-30,east,1623.0
15963,2019-08-30,west,1668.0
15988,2019-08-31,north,1683.0
15989,2019-08-31,south,1698.0
15990,2019-08-31,east,1749.0
15991,2019-08-31,west,1632.0
16016,2019-09-01,north,1785.0
16017,2019-09-01,south,1707.0
16018,2019-09-01,east,1518.0
16019,2019-09-01,west,1563.0
16044,2019-09-02,north,1701.0
16045,2019-09-02,south,1605.0
16046,2019-09-02,east,1596.0
16047,2019-09-02,west,1605.0
16072,2019-09-03,north,1716.0
16073,2019-09-03,south,1569.0
16074,2019-09-03,east,1725.0
16075,2019-09-03,west,1542.0
16100,2019-09-04,north,1692.0
16101,2019-09-04,south,1560.0
16102,2019-09-04,east,1515.0
16103,2019-09-04,west,1653.0
16128,2019-09-05,north,1629.0
16129,2019-09-05,south,1668.0
16130,2019-09-05,east,1698.0
16131,2019-09-05,west,1677.0
16156,2019-09-06,north,1503.0
16157,2019-09-06,south,1776.0
16158,2019-09-06,east,1509.0
16159,2019-09-06,west,1665.0
16184,2019-09-07,north,1683.0
16185,2019-09-07,south,1530.0
16186,2019-09-07,east,1782.0
16187,2019-09-07,west,1584.0
16212,2019-09-08,north,1743.0
16213,2019-09-08,south,1551.0
16214,2019-09-08,east,1620.0
16215,2019-09-08,west,1791.0
16240,2019-09-09,north,1674.0
16241,2019-09-09,south,1797.0
16242,2019-09-09,east,1773.0
16243,2019-09-09,west,1596.0
16268,2019-09-10,north,1617.0
16269,2019-09-10,south,1764.0
16270,2019-09-10,east,1632.0
16271,2019-09-10,west,1506.0
16296,2019-09-11,north,1533.0
16297,2019-09-11,south,1677.0
16298,2019-09-11,east,1746.0
16299,2019-09-11,west,1668.0
16324,2019-09-12,north,1797.0
16325,2019-09-12,south,1545.0
16326,2019-09-12,east,1701.0
16327,2019-09-12,west,1578.0
16352,2019-09-13,north,1626.0
16353,2019-09-13,south,1512.0
16354,2019-09-13,east,1788.0
16355,2019-09-13,west,1671.0
16380,2019-09-14,north,1728.0
16381,2019-09-14,south,1653.0
16382,2019-09-14,east,1644.0
16383,2019-09-14,west,1734.0
16408,2019-09-15,north,1746.0
16409,2019-09-15,south,1524.0
16410,2019-09-15,east,1611.0
16411,2019-09-15,west,1626.0
16436,2019-09-16,north,1668.0
16437,2019-09-16,south,1734.0
16438,2019-09-16,east,1797.0
16439,2019-09-16,west,1725.0
16464,2019-09-17,north,1656.0
16465,2019-09-17,south,1530.0
16466,2019-09-17,east,1695.0
16467,2019-09-17,west,1656.0
16492,2019-09-18,north,1797.0
16493,2019-09-18,south,1515.0
16494,2019-09-18,east,1638.0
16495,2019-09-18,west,1797.0
16520,2019-09-19,north,1800.0
16521,2019-09-19,south,1560.0
16522,2019-09-19,east,1506.0
16523,2019-09-19,west,1581.0
16548,2019-09-20,north,1515.0
16549,2019-09-20,south,1527.0
16550,2019-09-20,east,1758.0
16551,2019-09-20,west,1638.0
16576,2019-09-21,north,1605.0
16577,2019-09-21,south,1716.0
16578,2019-09-21,east,1569.0
16579,2019-09-21,west,1674.0
16604,2019-09-22,north,1632.0
16605,2019-09-22,south,1734.0
16606,2019-09-22,east,1530.0
16607,2019-09-22,west,1689.0
16632,2019-09-23,north,1641.0
16633,2019-09-23,south,1779.0
16634,2019-09-23,east,1659.0
16635,2019-09-23,west,1797.0
16660,2019-09-24,north,1767.0
16661,2019-09-24,south,1755.0
16662,2019-09-24,east,1602.0
16663,2019-09-24,west,1524.0
16688,2019-09-25,north,1794.0
16689,2019-09-25,south,1626.0
16690,2019-09-25,east,1617.0
16691,2019-09-25,west,1773.0
16716,2019-09-26,north,1719.0
16717,2019-09-26,south,1509.0
16718,2019-09-26,east,1686.0
16719,2019-09-26,west,1668.0
16744,2019-09-27,north,1731.0
16745,2019-09-27,south,1590.0
16746,2019-09-27,east,1728.0
16747,2019-09-27,west,1722.0
16772,2019-09-28,north,1548.0
16773,2019-09-28,south,1599.0
16774,2019-09-28,east,1605.0
16775,2019-09-28,west,1671.0
16800,2019-09-29,north,1512.0
16801,2019-09-29,south,1650.0
16802,2019-09-29,east,1614.0
16803,2019-09-29,west,1674.0
16828,2019-09-30,north,1638.0
16829,2019-09-30,south,1731.0
16830,2019-09-30,east,1716.0
16831,2019-09-30,west,1566.0
16856,2019-10-01,north,1707.0
16857,2019-10-01,south,1554.0
16858,2019-10-01,east,1632.0
16859,2019-10-01,west,1584.0
16884,2019-10-02,north,1653.0
16885,2019-10-02,south,1770.0
16886,2019-10-02,east,1758.0
16887,2019-10-02,west,1569.0
16912,2019-10-03,north,1797.0
16913,2019-10-03,south,1551.0
16914,2019-10-03,east,1677.0
16915,2019-10-03,west,1599.0
16940,2019-10-04,north,1512.0
16941,2019-10-04,south,1635.0
16942,2019-10-04,east,1749.0
16943,2019-10-04,west,1689.0
16968,2019-10-05,north,1614.0
16969,2019-10-05,south,1527.0
16970,2019-10-05,east,1521.0
16971,2019-10-05,west,1725.0
16996,2019-10-06,north,1587.0
16997,2019-10-06,south,1701.0
16998,2019-10-06,east,1566.0
16999,2019-10-06,west,1752.0
17024,2019-10-07,north,1668.0
17025,2019-10-07,south,1686.0
17026,2019-10-07,east,1611.0
17027,2019-10-07,west,1569.0
17052,2019-10-08,north,1599.0
17053,2019-10-08,south,1539.0
17054,2019-10-08,east,1611.0
17055,2019-10-08,west,1605.0
17080,2019-10-09,north,1680.0
17081,2019-10-09,south,1704.0
17082,2019-10-09,east,1689.0
17083,2019-10-09,west,1644.0
17108,2019-10-10,north,1701.0
17109,2019-10-10,south,1560.0
17110,2019-10-10,east,1791.0
17111,2019-10-10,west,1698.0
17136,2019-10-11,north,1539.0
17137,2019-10-11,south,1542.0
17138,2019-10-11,east,1704.0
17139,2019-10-11,west,1728.0
17164,2019-10-12,north,1590.0
17165,2019-10-12,south,1743.0
17166,2019-10-12,east,1569.0
17167,2019-10-12,west,1722.0
17192,2019-10-13,north,1545.0
17193,2019-10-13,south,1533.0
17194,2019-10-13,east,1674.0
17195,2019-10-13,west,1704.0
17220,2019-10-14,north,1524.0
17221,2019-10-14,south,1578.0
17222,2019-10-14,east,1692.0
17223,2019-10-14,west,1635.0
17248,2019-10-15,north,1782.0
17249,2019-10-15,south,1587.0
17250,2019-10-15,east,1638.0
17251,2019-10-15,west,1752.0
17276,2019-10-16,north,1542.0
17277,2019-10-16,south,1608.0
17278,2019-10-16,east,1683.0
17279,2019-10-16,west,1596.0
17304,2019-10-17,north,1527.0
17305,2019-10-17,south,1737.0
17306,2019-10-17,east,1671.0
17307,2019-10-17,west,1662.0
17332,2019-10-18,north,1518.0
